scenario_name,severity_rank,member_id,total_treasury_collateral_market_value_usd,total_repo_exposure_usd,treasury_collateral_inventory_usd,member_qualified_resources_usd,baseline_required_collateral_total_usd,stressed_required_collateral_total_usd,haircut_driven_collateral_call_usd,scenario_additional_collateral_call_usd,additional_collateral_requirement_total_usd,baseline_excess_collateral_inventory_usd,available_collateral_to_meet_calls_usd,collateral_posted_total_usd,collateral_shortfall_total_usd,haircut_market_value_loss_usd,inventory_unavailability_loss_usd,gross_collateral_resource_reduction_usd,bucket_qualified_resource_reduction_usd,stressed_member_qualified_resources_usd,baseline_final_bucket_order,baseline_final_time_bucket,baseline_liquidity_need_usd,baseline_available_resources_usd,baseline_eligible_collateral_liquidity_usd,baseline_available_cash_usd,baseline_liquidity_headroom_usd,baseline_liquidity_shortfall_usd,collateral_resource_reduction_usd,stressed_eligible_collateral_liquidity_usd,stressed_available_resources_usd,stressed_liquidity_need_usd,stressed_liquidity_headroom_usd,stressed_liquidity_shortfall_usd,stressed_liquidity_coverage_ratio,model_version,value_class,actual_ficc_participant,participant_level_inference
extreme_collateral_freeze,3,SYN-MBR-0011,3647380112.0899997,36137070763.22158,3647380112.0899997,75242847988.50183,37267370890.55195,42634730384.45269,5367359493.900742,2890965661.057727,8258325154.958469,0.0,0.0,0.0,8258325154.958469,431780476.01519907,0.0,431780476.01519907,431780476.01519907,74811067512.48663,5,day2_close,46896269210.368034,75242847988.50183,48907851192.52619,26334996795.97564,28346578778.1338,0.0,431780476.01519907,48476070716.510994,74811067512.48663,55154594365.32651,19656473147.160126,0.0,1.356388681185141,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0012,9504471585.21,84669966837.68866,9504471585.21,212367652625.22192,87249082989.87569,99353022084.05911,12103939094.183416,6773597347.015093,18877536441.19851,0.0,0.0,0.0,18877536441.19851,1092401790.640637,0.0,1092401790.640637,1092401790.640637,211275250834.58127,5,day2_close,103838244087.22896,212367652625.22192,138038974206.39426,74328678418.82767,108529408537.99297,0.0,1092401790.640637,136946572415.75362,211275250834.5813,122715780528.42746,88559470306.15384,0.0,1.7216632606239162,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0013,2800490810.77,29022328660.21077,2800490810.77,98583293681.45982,30014473070.053307,34780538405.40673,4766065335.35342,2321786292.8168616,7087851628.170282,0.0,0.0,0.0,7087851628.170282,352804227.95615923,0.0,352804227.95615923,352804227.95615923,98230489453.50366,5,day2_close,39693623526.9826,98583293681.45984,64079140892.94889,34504152788.51093,58889670154.47724,0.0,352804227.95615923,63726336664.99273,98230489453.50368,46781475155.15288,51449014298.3508,0.0,2.0997732356176844,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0014,1160629522.01,11039475480.9929,1160629522.01,27563413705.90542,11390707238.314278,12985261169.310356,1594553930.9960773,883158038.4794321,2477711969.4755096,0.0,0.0,0.0,2477711969.4755096,134800314.45288873,0.0,134800314.45288873,134800314.45288873,27428613391.45253,5,day2_close,14317861159.392488,27563413705.90542,17916218908.838524,9647194797.066896,13245552546.51293,0.0,134800314.45288873,17781418594.385635,27428613391.45253,16795573128.867998,10633040262.584532,0.0,1.6330858840600448,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0015,1011951420.6,9536459467.201756,1011951420.6,24224007964.745144,9818778355.769854,11054217883.729214,1235439527.95936,762916757.3761404,1998356285.3355002,0.0,0.0,0.0,1998356285.3355002,106865862.4772838,0.0,106865862.4772838,106865862.4772838,24117142102.26786,5,day2_close,12301207764.937813,24224007964.745144,15745605177.084345,8478402787.6608,11922800199.807331,0.0,106865862.4772838,15638739314.607061,24117142102.26786,14299564050.273314,9817578051.994547,0.0,1.6865648503324058,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0016,1221397875.22,15027381512.579838,1221397875.22,34634721035.148605,15510502189.707853,17716075763.26832,2205573573.5604677,1202190521.006387,3407764094.566855,0.0,0.0,0.0,3407764094.566855,142012058.93062,0.0,142012058.93062,142012058.93062,34492708976.21799,5,day2_close,22431826183.79545,34634721035.148605,22512568672.8466,12122152362.302011,12202894851.353155,0.0,142012058.93062,22370556613.91598,34492708976.21799,25839590278.362305,8653118697.855682,0.0,1.3348783244872764,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0017,912630962.22,9691439356.154583,912630962.22,18547989416.681694,9957952181.116571,11271128456.507294,1313176275.3907225,775315148.4923666,2088491423.883089,0.0,0.0,0.0,2088491423.883089,100995856.43301508,0.0,100995856.43301508,100995856.43301508,18446993560.248676,5,day2_close,13459707145.81854,18547989416.68169,12056193120.843102,6491796295.838593,5088282270.863155,0.0,100995856.43301508,11955197264.410086,18446993560.248676,15548198569.70163,2898794990.5470467,0.0,1.186439282824433,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0018,1778270809.67,28009638418.94962,1778270809.67,90823998967.0652,28858395440.15918,32810577797.120476,3952182356.9612923,2240771073.5159698,6192953430.477262,0.0,0.0,0.0,6192953430.477262,202623980.94509998,0.0,202623980.94509998,202623980.94509998,90621374986.12009,5,day2_close,34293399068.12596,90823998967.0652,59035599328.592384,31788399638.472816,56530599898.93924,0.0,202623980.94509998,58832975347.647285,90621374986.1201,40486352498.603226,50135022487.51688,0.0,2.238319072809696,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0019,1009171348.6500001,12095663556.1214,1009171348.6500001,22087577368.866653,12501764247.5921,14369656863.440231,1867892615.8481321,967653084.4897121,2835545700.3378444,0.0,0.0,0.0,2835545700.3378444,122109148.88837086,0.0,122109148.88837086,122109148.88837086,21965468219.97828,5,day2_close,15471181411.073448,22087577368.86665,14356925289.763325,7730652079.103327,6616395957.793201,0.0,122109148.88837086,14234816140.874954,21965468219.97828,18306727111.411293,3658741108.566986,0.0,1.199857740070116,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0020,1803796884.65,29766485663.74318,1803796884.65,63853933972.3066,30641186818.24513,34596222136.87131,3955035318.626174,2381318853.0994544,6336354171.725628,0.0,0.0,0.0,6336354171.725628,194224443.97226405,0.0,194224443.97226405,194224443.97226405,63659709528.334335,5,day2_close,45996446697.72258,63853933972.30661,41505057081.9993,22348876890.307312,17857487274.58403,0.0,194224443.97226405,41310832638.02703,63659709528.33434,52332800869.44821,11326908658.886131,0.0,1.2164399472358216,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0021,12570321869.79,128878304871.82515,12570321869.79,304408474480.80493,133225875885.72876,154055509119.90253,20829633234.17379,10310264389.746012,31139897623.919804,0.0,0.0,0.0,31139897623.919804,1564791097.4768193,0.0,1564791097.4768193,1564791097.4768193,302843683383.3281,5,day2_close,159290668587.64313,304408474480.80493,197865508412.5232,106542966068.28172,145117805893.1618,0.0,1564791097.4768193,196300717315.0464,302843683383.3281,190430566211.56293,112413117171.7652,0.0,1.5903102606273691,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0022,1086219580.1699998,13982439086.543755,1086219580.1699998,26836974511.062134,14416775503.267534,16472407972.949505,2055632469.6819723,1118595126.9235003,3174227596.6054726,0.0,0.0,0.0,3174227596.6054726,127086559.67020111,0.0,127086559.67020111,127086559.67020111,26709887951.39193,5,day2_close,15930829423.431942,26836974511.062134,17444033432.190388,9392941078.871746,10906145087.630192,0.0,127086559.67020111,17316946872.520187,26709887951.391933,19105057020.037415,7604830931.354519,0.0,1.3980532967464352,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0023,1617664137.39,23320655547.799843,1617664137.39,90188351371.4415,24032662102.494408,27537366892.816727,3504704790.322319,1865652443.8239875,5370357234.146307,0.0,0.0,0.0,5370357234.146307,194205080.59619692,0.0,194205080.59619692,194205080.59619692,89994146290.8453,5,day2_close,38984996221.6997,90188351371.44151,58622428391.43698,31565922980.00452,51203355149.74181,0.0,194205080.59619692,58428223310.84078,89994146290.84532,44355353455.84601,45638792834.99931,0.0,2.028935388383973,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0024,748810565.56,10233498649.093483,748810565.56,27523688539.237083,10529832687.56703,11923584530.157558,1393751842.590528,818679891.9274786,2212431734.5180063,0.0,0.0,0.0,2212431734.5180063,83041592.52145667,0.0,83041592.52145667,83041592.52145667,27440646946.715626,5,day2_close,14496306704.49804,27523688539.237083,17890397550.504105,9633290988.73298,13027381834.739042,0.0,83041592.52145667,17807355957.982647,27440646946.715626,16708738439.016045,10731908507.699581,0.0,1.6422931657509128,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0025,2651639826.3900003,21996894422.578854,2651639826.3900003,56811541404.62919,22676902347.28099,25949640246.72502,3272737899.4440317,1759751553.8063083,5032489453.25034,0.0,0.0,0.0,5032489453.25034,314505116.12433094,0.0,314505116.12433094,314505116.12433094,56497036288.50485,5,day2_close,29452672295.528053,56811541404.62919,36927501913.00897,19884039491.620216,27358869109.10113,0.0,314505116.12433094,36612996796.88464,56497036288.50486,34485161748.7784,22011874539.726463,0.0,1.638299878077452,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0026,2158618867.82,29057187736.36107,2158618867.82,61978397436.363266,29953643926.54778,33957753975.234375,4004110048.6865954,2324575018.9088855,6328685067.595481,0.0,0.0,0.0,6328685067.595481,239271561.72333437,0.0,239271561.72333437,239271561.72333437,61739125874.63994,5,day2_close,38830567236.25166,61978397436.36327,40285958333.63612,21692439102.72714,23147830200.111603,0.0,239271561.72333437,40046686771.91279,61739125874.63994,45159252303.847145,16579873570.792793,0.0,1.3671423401618263,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0027,1645227404.19,17732992129.027946,1645227404.19,56916796024.10077,18347453601.971764,21304174583.126423,2956720981.1546593,1418639370.3222358,4375360351.476895,0.0,0.0,0.0,4375360351.476895,207529637.08935,0.0,207529637.08935,207529637.08935,56709266387.01141,5,day2_close,24389853596.46025,56916796024.10076,36995917415.6655,19920878608.435265,32526942427.640507,0.0,207529637.08935,36788387778.57615,56709266387.01141,28765213947.937145,27944052439.07427,0.0,1.9714529671029348,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0028,3632111886.97,42936862769.8352,3632111886.97,99599212235.12987,44272449801.11371,49847126340.60048,5574676539.4867735,3434949021.586816,9009625561.07359,0.0,0.0,0.0,9009625561.07359,380419593.65259063,0.0,380419593.65259063,380419593.65259063,99218792641.47726,5,day2_close,56901213518.263145,99599212235.12988,64739487952.83442,34859724282.29545,42697998716.86672,0.0,380419593.65259063,64359068359.18183,99218792641.4773,65910839079.33673,33307953562.140564,0.0,1.505348650197699,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0029,962226604.4,10716482275.787418,962226604.4,30217348533.848213,11058856390.05272,12575625508.739716,1516769118.6869977,857318582.0629935,2374087700.7499914,0.0,0.0,0.0,2374087700.7499914,108733181.23283628,0.0,108733181.23283628,108733181.23283628,30108615352.61538,5,day2_close,13895032655.457573,30217348533.848213,19641276547.00134,10576071986.846874,16322315878.39064,0.0,108733181.23283628,19532543365.7685,30108615352.615376,16269120356.207565,13839494996.40781,0.0,1.85066031189125,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0030,8335143500.12,97247884795.47382,8335143500.12,302812978716.35925,100600990338.8381,116894557957.02498,16293567618.186867,7779830783.637905,24073398401.824768,0.0,0.0,0.0,24073398401.824768,1062675167.8939354,0.0,1062675167.8939354,1062675167.8939354,301750303548.46533,5,day2_close,136226172547.68085,302812978716.35925,196828436165.6335,105984542550.72574,166586806168.6784,0.0,1062675167.8939354,195765760997.7396,301750303548.46533,160299570949.5056,141450732598.95972,0.0,1.882414917027549,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0031,1886946175.0,29594060294.53329,1886946175.0,61529492053.88336,30440035998.405262,34665106059.05301,4225070060.647748,2367524823.5626636,6592594884.210411,0.0,0.0,0.0,6592594884.210411,217973969.61986846,0.0,217973969.61986846,217973969.61986846,61311518084.2635,5,day2_close,45162573847.15262,61529492053.88336,39994169835.024185,21535322218.859177,16366918206.730743,0.0,217973969.61986846,39776195865.40432,61311518084.2635,51755168731.36303,9556349352.900467,0.0,1.1846453134469144,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0032,1745145194.48,14158630807.643333,1745145194.48,36676041150.87291,14637774066.80556,16930246258.480305,2292472191.6747465,1132690464.611467,3425162656.286213,0.0,0.0,0.0,3425162656.286213,219431490.21626484,0.0,219431490.21626484,219431490.21626484,36456609660.65665,5,day2_close,17356455650.687996,36676041150.87291,23839426748.06739,12836614402.805515,19319585500.184917,0.0,219431490.21626484,23619995257.851124,36456609660.65665,20781618306.97421,15674991353.682438,0.0,1.7542719302289365,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0033,1162935665.44,15353125620.53842,1162935665.44,59118321064.85495,15861718207.553133,18055580007.88215,2193861800.3290176,1228250049.6430736,3422111849.9720917,0.0,0.0,0.0,3422111849.9720917,130930989.27141893,0.0,130930989.27141893,130930989.27141893,58987390075.58353,5,day2_close,21226763596.39917,59118321064.85495,38426908692.15572,20691412372.69923,37891557468.45578,0.0,130930989.27141893,38295977702.88431,58987390075.583534,24648875446.37126,34338514629.212273,0.0,2.393106744521584,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0034,2439412648.34,22667072283.95794,2439412648.34,63634218892.158264,23347817517.11875,26558942116.720634,3211124599.601885,1813365782.716635,5024490382.31852,0.0,0.0,0.0,5024490382.31852,278849586.172902,0.0,278849586.172902,278849586.172902,63355369305.98536,5,day2_close,30194290501.952827,63634218892.15825,41362242279.90286,22271976612.25539,33439928390.20542,0.0,278849586.172902,41083392693.72996,63355369305.985344,35218780884.27135,28136588421.713997,0.0,1.798908642356776,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0035,1072891935.29,10669146750.584423,1072891935.29,39933966050.57036,10991962864.330606,12357896216.586224,1365933352.2556183,853531740.0467538,2219465092.302372,0.0,0.0,0.0,2219465092.302372,111471371.249836,0.0,111471371.249836,111471371.249836,39822494679.32052,5,day2_close,13383015351.117344,39933966050.57036,25957077932.87073,13976888117.699623,26550950699.45301,0.0,111471371.249836,25845606561.620895,39822494679.32052,15602480443.419716,24220014235.900803,0.0,2.5523181922086944,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0036,3685235062.95,48813927887.18971,3685235062.95,95836713791.62004,50259900945.63611,56304095062.8788,6044194117.242687,3905114230.975177,9949308348.217865,0.0,0.0,0.0,9949308348.217865,370873903.5192096,0.0,370873903.5192096,370873903.5192096,95465839888.10083,5,day2_close,65082341448.26418,95836713791.62004,62293863964.553024,33542849827.067013,30754372343.355858,0.0,370873903.5192096,61922990061.03381,95465839888.10083,75031649796.48206,20434190091.618774,0.0,1.2723409407502706,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0037,9442982664.06,99760492238.17995,9442982664.06,248389787156.3758,102697135148.52621,117551645238.6209,14854510090.094685,7980839379.054396,22835349469.149082,0.0,0.0,0.0,22835349469.149082,1131071397.7748253,0.0,1131071397.7748253,1131071397.7748253,247258715758.60095,5,day2_close,126941233598.47124,248389787156.37576,161453361651.64426,86936425504.7315,121448553557.90453,0.0,1131071397.7748253,160322290253.86945,247258715758.60095,149776583067.62033,97482132690.98062,0.0,1.6508502911097251,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0038,849815951.3299999,10404392568.154043,849815951.3299999,25040064941.657112,10687015126.857388,12207289000.78594,1520273873.9285522,832351405.4523234,2352625279.3808756,0.0,0.0,0.0,2352625279.3808756,101288993.00811364,0.0,101288993.00811364,101288993.00811364,24938775948.649,5,day2_close,12610449568.972672,25040064941.657112,16276042212.077124,8764022729.579988,12429615372.68444,0.0,101288993.00811364,16174753219.06901,24938775948.649,14963074848.353546,9975701100.295452,0.0,1.6666879101652774,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0039,5554183434.559999,66177942432.44343,5554183434.559999,139476713507.3316,68205262896.68782,77406248206.9902,9200985310.302382,5294235394.595474,14495220704.897856,0.0,0.0,0.0,14495220704.897856,614936367.7808748,0.0,614936367.7808748,614936367.7808748,138861777139.55075,5,day2_close,83939405549.4429,139476713507.33167,90659863779.76556,48816849727.56607,55537307957.88876,0.0,614936367.7808748,90044927411.9847,138861777139.55078,98434626254.34076,40427150885.21002,0.0,1.4107005067581824,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0040,956557213.21,11028991232.236694,956557213.21,22962330417.931858,11352395208.906784,12831267880.106983,1478872671.2001998,882319298.5789356,2361191969.7791357,0.0,0.0,0.0,2361191969.7791357,104255866.05894622,0.0,104255866.05894622,104255866.05894622,22858074551.872913,5,day2_close,15812782036.71113,22962330417.93186,14925514771.655712,8036815646.276151,7149548381.220732,0.0,104255866.05894622,14821258905.596766,22858074551.872917,18173974006.490265,4684100545.382652,0.0,1.2577367252594216,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0041,854174659.37,7664769685.113659,854174659.37,19834120222.86173,7913175057.568921,9013919452.077196,1100744394.508275,613181574.8090928,1713925969.3173678,0.0,0.0,0.0,1713925969.3173678,96701282.47617304,0.0,96701282.47617304,96701282.47617304,19737418940.385555,5,day2_close,8581488539.736111,19834120222.86173,12892178144.860125,6941942078.001605,11252631683.125618,0.0,96701282.47617304,12795476862.383951,19737418940.385555,10295414509.053478,9442004431.332077,0.0,1.9171077495742461,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0042,965154925.1800001,9163717993.655857,965154925.1800001,17941700328.971954,9432794164.28165,10851359928.808342,1418565764.5266924,733097439.4924685,2151663204.019161,0.0,0.0,0.0,2151663204.019161,119762128.94033986,0.0,119762128.94033986,119762128.94033986,17821938200.031616,5,day2_close,11738125190.172869,17941700328.971954,11662105213.831772,6279595115.140183,6203575138.799086,0.0,119762128.94033986,11542343084.891432,17821938200.031616,13889788394.19203,3932149805.8395863,0.0,1.2830964514537746,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0043,1062980514.44,12700138210.348345,1062980514.44,36743787081.90648,13121032368.703815,15149844497.93919,2028812129.2353766,1016011056.8278675,3044823186.063244,0.0,0.0,0.0,3044823186.063244,131058678.04662278,0.0,131058678.04662278,131058678.04662278,36612728403.859856,5,day2_close,20591883759.388885,36743787081.90648,23883461603.23921,12860325478.667269,16151903322.517591,0.0,131058678.04662278,23752402925.192585,36612728403.859856,23636706945.45213,12976021458.407726,0.0,1.548977549552621,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0044,8420975001.91,94439680763.62292,8420975001.91,308181623027.815,97272231984.45181,110199353871.06937,12927121886.617548,7555174461.089834,20482296347.707382,0.0,0.0,0.0,20482296347.707382,935164604.5774955,0.0,935164604.5774955,935164604.5774955,307246458423.2375,5,day2_close,117890989609.88034,308181623027.815,200318054968.07977,107863568059.73524,190290633417.93463,0.0,935164604.5774955,199382890363.5023,307246458423.2375,138373285957.5877,168873172465.64978,0.0,2.220417447609147,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0045,1795779212.38,18747394547.043354,1795779212.38,28997219975.458714,19305131640.877106,21728995156.75596,2423863515.878854,1499791563.7634685,3923655079.642322,0.0,0.0,0.0,3923655079.642322,188495980.6758799,0.0,188495980.6758799,188495980.6758799,28808723994.782837,5,day2_close,23088934280.81457,28997219975.458717,18848192984.048164,10149026991.41055,5908285694.644142,0.0,188495980.6758799,18659697003.372284,28808723994.782837,27012589360.456894,1796134634.325943,0.0,1.0664925013429205,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0046,2742179229.47,29742241171.4473,2742179229.47,100264545076.87358,30633427794.309357,34718503029.970436,4085075235.66108,2379379293.715784,6464454529.376864,0.0,0.0,0.0,6464454529.376864,305708007.7723511,0.0,305708007.7723511,305708007.7723511,99958837069.10123,5,day2_close,47582100752.85143,100264545076.87358,65171954299.96783,35092590776.905754,52682444324.02215,0.0,305708007.7723511,64866246292.19547,99958837069.10123,54046555282.228294,45912281786.87293,0.0,1.849495061195323,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0047,3552166857.4,37620650070.6974,3552166857.4,97833540582.7385,38679927095.460655,43544257010.86373,4864329915.403078,3009652005.655792,7873981921.05887,0.0,0.0,0.0,7873981921.05887,375794321.6991166,0.0,375794321.6991166,375794321.6991166,97457746261.03938,5,day2_close,50089117943.8017,97833540582.73853,63591801378.78003,34241739203.95847,47744422638.936806,0.0,375794321.6991166,63216007057.08091,97457746261.03941,57963099864.860565,39494646396.17885,0.0,1.681375676736744,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0048,1152333636.53,14238647833.234943,1152333636.53,35327193721.53835,14699128101.487803,16714629679.375854,2015501577.8880532,1139091826.6587956,3154593404.546849,0.0,0.0,0.0,3154593404.546849,129924864.70025894,0.0,129924864.70025894,129924864.70025894,35197268856.8381,5,day2_close,19802825448.203243,35327193721.53835,22962675918.99993,12364517802.538424,15524368273.33511,0.0,129924864.70025894,22832751054.29967,35197268856.8381,22957418852.75009,12239850004.088005,0.0,1.5331544492259757,section-17-v1,synthetic,False,False
